name,title,origin,weaponType,moveType,rarities,releaseDate,assets/portrait/75px,assets/portrait/113px,assets/portrait/150px,skills/0/name,skills/0/default,skills/0/rarity,skills/1/name,skills/1/default,skills/1/rarity,skills/2/name,skills/2/default,skills/2/rarity,skills/3/name,skills/3/default,skills/3/rarity,skills/4/name,skills/4/default,skills/4/rarity,skills/5/name,skills/5/default,skills/5/rarity,skills/6/name,skills/6/rarity,skills/7/name,skills/7/rarity,skills/8/name,skills/8/rarity,skills/9/name,skills/9/rarity,skills/10/name,skills/10/rarity,skills/11/name,skills/11/rarity,stats/1/4/hp,stats/1/4/atk,stats/1/4/spd,stats/1/4/def,stats/1/4/res,stats/1/5/hp,stats/1/5/atk,stats/1/5/spd,stats/1/5/def,stats/1/5/res,stats/40/4/hp/0,stats/40/4/hp/1,stats/40/4/hp/2,stats/40/4/atk/0,stats/40/4/atk/1,stats/40/4/atk/2,stats/40/4/spd/0,stats/40/4/spd/1,stats/40/4/spd/2,stats/40/4/def/0,stats/40/4/def/1,stats/40/4/def/2,stats/40/4/res/0,stats/40/4/res/1,stats/40/4/res/2,stats/40/5/hp/0,stats/40/5/hp/1,stats/40/5/hp/2,stats/40/5/atk/0,stats/40/5/atk/1,stats/40/5/atk/2,stats/40/5/spd/0,stats/40/5/spd/1,stats/40/5/spd/2,stats/40/5/def/0,stats/40/5/def/1,stats/40/5/def/2,stats/40/5/res/0,stats/40/5/res/1,stats/40/5/res/2,stats/1/2/hp,stats/1/2/atk,stats/1/2/spd,stats/1/2/def,stats/1/2/res,stats/1/3/hp,stats/1/3/atk,stats/1/3/spd,stats/1/3/def,stats/1/3/res,stats/40/2/hp/0,stats/40/2/hp/1,stats/40/2/hp/2,stats/40/2/atk/0,stats/40/2/atk/1,stats/40/2/atk/2,stats/40/2/spd/0,stats/40/2/spd/1,stats/40/2/spd/2,stats/40/2/def/0,stats/40/2/def/1,stats/40/2/def/2,stats/40/2/res/0,stats/40/2/res/1,stats/40/2/res/2,stats/40/3/hp/0,stats/40/3/hp/1,stats/40/3/hp/2,stats/40/3/atk/0,stats/40/3/atk/1,stats/40/3/atk/2,stats/40/3/spd/0,stats/40/3/spd/1,stats/40/3/spd/2,stats/40/3/def/0,stats/40/3/def/1,stats/40/3/def/2,stats/40/3/res/0,stats/40/3/res/1,stats/40/3/res/2,skills/6/default,skills/12/name,skills/12/rarity,shortName,stats/1/1/hp,stats/1/1/atk,stats/1/1/spd,stats/1/1/def,stats/1/1/res,stats/40/1/hp/0,stats/40/1/hp/1,stats/40/1/hp/2,stats/40/1/atk/0,stats/40/1/atk/1,stats/40/1/atk/2,stats/40/1/spd/0,stats/40/1/spd/1,stats/40/1/spd/2,stats/40/1/def/0,stats/40/1/def/1,stats/40/1/def/2,stats/40/1/res/0,stats/40/1/res/1,stats/40/1/res/2,skills/13/name,skills/13/rarity,skills/14/name,skills/14/rarity
Innes,Regal Strategician,Fire Emblem: The Sacred Stones,Neutral Bow,Infantry,5,"Aug 15, 2017",https://proving-grounds-static.ajhyndman.com/75px-Icon_Portrait_Innes.png,https://proving-grounds-static.ajhyndman.com/113px-Icon_Portrait_Innes.png,https://proving-grounds-static.ajhyndman.com/150px-Icon_Portrait_Innes.png,Iron Bow,-,-,Steel Bow,-,-,Silver Bow,-,-,Nidhogg,5,-,Chilling Wind,5,-,Iceberg,-,5,Fortress Res 1,-,Fortress Res 2,-,Fortress Res 3,5,Cancel Affinity 1,-,Cancel Affinity 2,-,Cancel Affinity 3,5,,,,,,16,9,8,4,7,,,,,,,,,,,,,,,,32,35,39,30,33,36,31,34,37,11,14,18,28,31,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jaffar,Angel of Death,Fire Emblem: The Blazing Blade,Neutral Dagger,Infantry,5,"Mar 14, 2017",https://proving-grounds-static.ajhyndman.com/75px-Icon_Portrait_Jaffar.png,https://proving-grounds-static.ajhyndman.com/113px-Icon_Portrait_Jaffar.png,https://proving-grounds-static.ajhyndman.com/150px-Icon_Portrait_Jaffar.png,Iron Dagger,-,-,Steel Dagger,-,-,Silver Dagger,-,-,Deathly Dagger,5,-,Night Sky,-,-,Glimmer,5,-,Life and Death 1,-,Life and Death 2,-,Life and Death 3,5,Threaten Spd 1,-,Threaten Spd 2,-,Threaten Spd 3,5,,,,,,17,7,9,6,5,,,,,,,,,,,,,,,,38,41,44,23,26,30,30,33,36,22,25,29,19,22,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jagen,Veteran Knight,Fire Emblem: Mystery of the Emblem,Blue Lance,Cavalry,3-4,"Feb 02, 2017",https://proving-grounds-static.ajhyndman.com/75px-Icon_Portrait_Jagen.png,https://proving-grounds-static.ajhyndman.com/113px-Icon_Portrait_Jagen.png,https://proving-grounds-static.ajhyndman.com/150px-Icon_Portrait_Jagen.png,Iron Lance,-,-,Steel Lance,3,-,Silver Lance,4,3,Silver Lance+,-,5,Holy Vestments,4,3,Aegis,-,4,Fury 1,3,Fury 2,4,Fury 3,5,Fortify Res 1,-,Fortify Res 2,3,Fortify Cavalry,4,19,8,6,7,11,20,8,7,8,11,32,35,38,23,26,29,19,22,25,20,23,26,30,33,36,34,37,40,24,27,31,21,24,27,22,25,28,32,35,38,,,,,,19,7,6,7,10,,,,,,,,,,,,,,,,31,34,37,21,24,27,18,21,24,19,22,25,28,31,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jakob,Devoted Servant,Fire Emblem Fates,Neutral Dagger,Infantry,4-5,"Feb 02, 2017",https://proving-grounds-static.ajhyndman.com/75px-Icon_Portrait_Jakob.png,https://proving-grounds-static.ajhyndman.com/113px-Icon_Portrait_Jakob.png,https://proving-grounds-static.ajhyndman.com/150px-Icon_Portrait_Jakob.png,Iron Dagger,-,-,Steel Dagger,-,-,Silver Dagger,4,-,Silver Dagger+,5,5,Rally Resistance,4,-,Defense +1,,-,Defense +2,-,Defense +3,4,Renewal 1,-,Renewal 2,4,Renewal 3,5,,,16,7,9,5,4,17,7,9,6,5,33,36,39,24,27,30,26,29,32,20,23,26,19,22,25,35,39,42,25,29,32,27,31,34,22,25,29,21,24,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jakob (Trick or Defeat!),Devoted Monster,Fire Emblem Fates,Neutral Bow,Armored,5,"Oct 30, 2017",https://proving-grounds-static.ajhyndman.com/75px-Icon_Portrait_Jakob (Trick or Defeat!).png,https://proving-grounds-static.ajhyndman.com/113px-Icon_Portrait_Jakob (Trick or Defeat!).png,https://proving-grounds-static.ajhyndman.com/150px-Icon_Portrait_Jakob (Trick or Defeat!).png,Iron Bow,-,-,Steel Bow,-,-,Monstrous Bow,-,-,Monstrous Bow+,5,-,Glowing Ember,5,-,Ignis,-,5,Armored Blow 1,-,Bracing Blow 1,-,Bracing Blow 2,5,Wary Fighter 1,-,Wary Fighter 2,-,Wary Fighter 3,5,,,,,,20,9,6,9,8,,,,,,,,,,,,,,,,38,42,45,32,35,38,20,23,26,30,33,36,29,32,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jakob (T),,,,,,,,,,,,,,,,,,,,,,,,
Jeorge,Perfect Shot,Fire Emblem: Mystery of the Emblem,Neutral Bow,Infantry,4-5,"Feb 02, 2017",https://proving-grounds-static.ajhyndman.com/75px-Icon_Portrait_Jeorge.png,https://proving-grounds-static.ajhyndman.com/113px-Icon_Portrait_Jeorge.png,https://proving-grounds-static.ajhyndman.com/150px-Icon_Portrait_Jeorge.png,Iron Bow,-,-,Steel Bow,-,-,Silver Bow,4,-,Parthia,5,5,Rising Flame,4,-,Blazing Flame,-,4,Seal Atk 1,-,Seal Atk 2,-,Seal Atk 3,4,Spur Spd 1,-,Spur Spd 2,4,Spur Spd 3,5,17,8,8,4,4,18,8,8,5,5,32,35,38,27,30,33,27,30,33,19,22,25,17,20,23,34,37,41,29,32,35,29,32,35,21,24,28,19,22,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Julia,Naga's Blood,Fire Emblem: Genealogy of the Holy War,Green Tome,Infantry,5,"Feb 15, 2017",https://proving-grounds-static.ajhyndman.com/75px-Icon_Portrait_Julia.png,https://proving-grounds-static.ajhyndman.com/113px-Icon_Portrait_Julia.png,https://proving-grounds-static.ajhyndman.com/150px-Icon_Portrait_Julia.png,Wind,-,-,Elwind,-,-,Rexcalibur,-,-,Naga,5,-,Dragon Gaze,5,-,Dragon Fang,-,5,Resistance +1,-,Resistance +2,-,Resistance +3,5,Breath of Life 1,-,Breath of Life 2,-,Breath of Life 3,5,,,,,,16,9,7,4,8,,,,,,,,,,,,,,,,34,38,41,32,35,38,23,26,30,13,17,20,29,32,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kagero,Honorable Ninja,Fire Emblem Fates,Neutral Dagger,Infantry,4-5,"Feb 02, 2017",https://proving-grounds-static.ajhyndman.com/75px-Icon_Portrait_Kagero.png,https://proving-grounds-static.ajhyndman.com/113px-Icon_Portrait_Kagero.png,https://proving-grounds-static.ajhyndman.com/150px-Icon_Portrait_Kagero.png,Iron Dagger,-,-,Steel Dagger,-,-,Poison Dagger,4,-,Poison Dagger+,5,5,Retribution,4,-,Reprisal,-,4,Warding Blow 1,-,Warding Blow 2,4,Warding Blow 3,5,Daggerbreaker 1,-,Daggerbreaker 2,-,Daggerbreaker 3,4,15,9,8,4,5,16,9,8,5,6,26,29,32,30,33,36,27,30,33,17,20,23,22,25,28,28,31,34,32,35,38,29,32,35,19,22,25,24,28,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Karel,Sword Demon,Fire Emblem: The Blazing Blade,Red Sword,Infantry,5,"Mar 14, 2017",https://proving-grounds-static.ajhyndman.com/75px-Icon_Portrait_Karel.png,https://proving-grounds-static.ajhyndman.com/113px-Icon_Portrait_Karel.png,https://proving-grounds-static.ajhyndman.com/150px-Icon_Portrait_Karel.png,Iron Sword,-,-,Steel Sword,-,-,Wo Dao,-,-,Wo Dao+,5,-,Retribution,5,-,Reprisal,-,5,Defiant Atk 1,-,Defiant Atk 2,-,Defiant Atk 3,5,Desperation 1,-,Desperation 2,-,Desperation 3,5,,,,,,19,8,9,6,5,,,,,,,,,,,,,,,,44,47,50,26,30,33,32,35,38,22,25,29,17,20,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Katarina,Wayward One,Fire Emblem: New Mystery of the Emblem,Red Tome,Infantry,5,"Jun 14, 2017",https://proving-grounds-static.ajhyndman.com/75px-Icon_Portrait_Katarina.png,https://proving-grounds-static.ajhyndman.com/113px-Icon_Portrait_Katarina.png,https://proving-grounds-static.ajhyndman.com/150px-Icon_Portrait_Katarina.png,Fire,-,-,Elfire,-,-,Rauðrowl,-,-,Rauðrowl+,5,-,Chilling Wind,5,-,Glacies,-,5,Death Blow 1,-,Swift Sparrow 1,-,Swift Sparrow 2,5,Atk Ploy 1,-,Atk Ploy 2,-,Atk Ploy 3,5,,,,,,17,6,8,5,8,,,,,,,,,,,,,,,,31,34,37,29,32,35,31,34,37,12,15,19,29,32,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Klein,Silver Nobleman,Fire Emblem: The Binding Blade,Neutral Bow,Infantry,4-5,"Feb 27, 2017",https://proving-grounds-static.ajhyndman.com/75px-Icon_Portrait_Klein.png,https://proving-grounds-static.ajhyndman.com/113px-Icon_Portrait_Klein.png,https://proving-grounds-static.ajhyndman.com/150px-Icon_Portrait_Klein.png,Iron Bow,-,-,Steel Bow,-,-,Brave Bow,4,-,Brave Bow+,5,5,Chilling Wind,4,-,Glacies,-,4,Death Blow 1,-,Death Blow 2,-,Death Blow 3,4,Quick Riposte 1,-,Quick Riposte 2,4,Quick Riposte 3,5,17,9,7,4,4,18,9,7,5,5,34,37,40,26,29,32,28,31,34,15,18,21,19,22,25,36,40,43,27,31,34,30,33,36,17,20,23,21,24,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lachesis,Lionheart's Sister,Fire Emblem: Genealogy of the Holy War,Neutral Staff,Infantry,4-5,"Feb 27, 2017",https://proving-grounds-static.ajhyndman.com/75px-Icon_Portrait_Lachesis.png,https://proving-grounds-static.ajhyndman.com/113px-Icon_Portrait_Lachesis.png,https://proving-grounds-static.ajhyndman.com/150px-Icon_Portrait_Lachesis.png,Assault,-,-,Absorb,-,4,Heal,-,-,Mend,4,-,Physic,5,4,Imbue,4,-,Solid-Earth Balm,4,Spur Res 1,-,Spur Res 2,4,Spur Res 3,5,,,,,16,5,8,4,8,17,6,8,5,8,33,36,39,26,29,32,21,24,27,17,20,23,25,28,31,35,39,42,29,32,35,22,25,28,19,22,25,26,30,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,
Laslow,Dancing Duelist,Fire Emblem Fates,Red Sword,Infantry,3-4,"Feb 02, 2017",https://proving-grounds-static.ajhyndman.com/75px-Icon_Portrait_Laslow.png,https://proving-grounds-static.ajhyndman.com/113px-Icon_Portrait_Laslow.png,https://proving-grounds-static.ajhyndman.com/150px-Icon_Portrait_Laslow.png,Iron Sword,-,-,Steel Sword,3,-,Silver Sword,4,3,Silver Sword+,-,5,Daylight,4,3,Noontime,-,4,Axebreaker 1,-,Axebreaker 2,3,Axebreaker 3,4,Hone Spd 1,3,Hone Spd 2,4,Hone Spd 3,5,19,9,7,5,4,20,9,7,6,5,38,41,44,30,33,36,22,25,28,24,27,30,17,20,23,41,44,47,32,35,38,23,26,30,27,30,33,19,22,25,,,,,,19,8,6,5,4,,,,,,,,,,,,,,,,37,40,43,28,31,34,20,23,26,23,26,29,16,19,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Legion,Masked Maniac,Fire Emblem: New Mystery of the Emblem,Green Axe,Infantry,3-4,"Jun 16, 2017",https://proving-grounds-static.ajhyndman.com/75px-Icon_Portrait_Legion.png,https://proving-grounds-static.ajhyndman.com/113px-Icon_Portrait_Legion.png,https://proving-grounds-static.ajhyndman.com/150px-Icon_Portrait_Legion.png,Iron Axe,-,-,Steel Axe,3,-,Legion's Axe,4,3,Legion's Axe+,-,5,Retribution,4,3,Reprisal,-,4,Fury 1,-,Fury 2,4,Fury 3,5,Obstruct 1,-,Obstruct 2,3,Obstruct 3,4,19,10,9,4,2,20,10,9,5,3,40,43,46,31,34,37,30,33,36,17,20,23,13,16,19,43,46,49,33,36,39,32,35,38,19,22,25,15,18,21,,,,,,19,9,8,4,2,,,,,,,,,,,,,,,,39,42,45,29,32,35,28,31,34,16,19,22,12,15,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Leo,Sorcerous Prince,Fire Emblem Fates,Red Tome,Cavalry,5,"Feb 02, 2017",https://proving-grounds-static.ajhyndman.com/75px-Icon_Portrait_Leo.png,https://proving-grounds-static.ajhyndman.com/113px-Icon_Portrait_Leo.png,https://proving-grounds-static.ajhyndman.com/150px-Icon_Portrait_Leo.png,Flux,-,-,Ruin,-,-,Fenrir,-,-,Brynhildr,5,-,Rising Light,5,-,Blazing Light,-,5,Quick Riposte 1,-,Quick Riposte 2,-,Quick Riposte 3,5,Savage Blow 1,-,Savage Blow 2,-,Savage Blow 3,5,,,,,,17,7,5,6,8,,,,,,,,,,,,,,,,35,39,42,25,29,32,19,22,25,22,25,29,26,30,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Leo (Nohrian Summer),Seashore's Prince,Fire Emblem Fates,Red Tome,Infantry,5,"Jul 28, 2017",https://proving-grounds-static.ajhyndman.com/75px-Icon_Portrait_Leo (Nohrian Summer).png,https://proving-grounds-static.ajhyndman.com/113px-Icon_Portrait_Leo (Nohrian Summer).png,https://proving-grounds-static.ajhyndman.com/150px-Icon_Portrait_Leo (Nohrian Summer).png,Flux,-,-,Ruin,-,-,Tomato Tome,-,-,Tomato Tome+,5,-,Chilling Wind,5,-,Iceberg,-,5,Seal Res 1,-,Seal Res 2,-,Seal Res 3,5,Atk Ploy 1,-,Atk Ploy 2,-,Atk Ploy 3,5,,,,,,18,8,5,6,7,,,,,,,,,,,,,,,,34,37,41,29,32,35,23,27,30,13,16,20,32,35,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Leo (N),,,,,,,,,,,,,,,,,,,,,,,,
Leon,True of Heart,Fire Emblem Echoes: Shadows of Valentia,Neutral Bow,Infantry,4-5,"Jul 13, 2017",https://proving-grounds-static.ajhyndman.com/75px-Icon_Portrait_Leon.png,https://proving-grounds-static.ajhyndman.com/113px-Icon_Portrait_Leon.png,https://proving-grounds-static.ajhyndman.com/150px-Icon_Portrait_Leon.png,Iron Bow,-,-,Steel Bow,-,-,Slaying Bow,4,-,Slaying Bow+,5,5,Glowing Ember,4,-,Ignis,5,4,Speed +1,-,Speed +2,-,Speed +3,4,Guard 1,-,Guard 2,4,Guard 3,5,16,8,5,8,4,17,8,6,8,5,33,36,39,29,32,35,24,27,30,25,28,31,11,14,17,35,39,42,31,34,37,27,30,33,26,30,33,12,15,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lilina,Delightful Noble,Fire Emblem: The Binding Blade,Red Tome,Infantry,4-5,"Feb 02, 2017",https://proving-grounds-static.ajhyndman.com/75px-Icon_Portrait_Lilina.png,https://proving-grounds-static.ajhyndman.com/113px-Icon_Portrait_Lilina.png,https://proving-grounds-static.ajhyndman.com/150px-Icon_Portrait_Lilina.png,Fire,-,-,Elfire,-,-,Bolganone,4,-,Bolganone+,5,5,Rising Flame,4,-,Growing Flame,-,4,Attack +1,-,Attack +2,4,Attack +3,5,Spur Atk 1,-,Spur Atk 2,-,Spur Atk 3,4,15,9,5,3,9,16,9,6,4,9,30,33,36,32,35,38,20,23,26,14,17,20,26,29,32,32,35,39,34,37,40,22,25,29,16,19,22,27,31,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Linde,Light Mage,Fire Emblem: Mystery of the Emblem,Blue Tome,Infantry,5,"Feb 02, 2017",https://proving-grounds-static.ajhyndman.com/75px-Icon_Portrait_Linde.png,https://proving-grounds-static.ajhyndman.com/113px-Icon_Portrait_Linde.png,https://proving-grounds-static.ajhyndman.com/150px-Icon_Portrait_Linde.png,Thunder,-,-,Elthunder,-,-,Thoron,-,-,Aura,5,-,Ardent Sacrifice,5,-,Speed +1,,-,Speed +2,-,Speed +3,5,Fortify Res 1,-,Fortify Res 2,-,Fortify Res 3,5,,,,,,,,16,9,10,4,5,,,,,,,,,,,,,,,,32,35,39,32,35,38,33,36,39,11,14,18,23,27,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lissa,Sprightly Cleric,Fire Emblem Awakening,Neutral Staff,Infantry,1-4,"Feb 02, 2017",https://proving-grounds-static.ajhyndman.com/75px-Icon_Portrait_Lissa.png,https://proving-grounds-static.ajhyndman.com/113px-Icon_Portrait_Lissa.png,https://proving-grounds-static.ajhyndman.com/150px-Icon_Portrait_Lissa.png,Assault,-,1,Gravity,-,3,Heal,1,-,Reconcile,3,2,Rehabilitate,-,4,Imbue,4,2,Kindled-Fire Balm,3,Renewal 1,3,Renewal 2,4,Renewal 3,5,,,,,16,7,5,5,8,17,7,6,6,8,33,36,39,22,25,28,20,23,26,22,25,28,25,28,31,35,39,42,23,26,30,22,25,29,24,28,31,26,30,33,15,6,4,4,7,16,6,5,5,7,29,32,35,19,21,24,17,19,22,18,21,24,21,24,27,32,35,38,20,23,26,19,22,25,21,24,27,23,26,29,-,,,,15,5,4,4,6,28,31,34,17,19,22,16,18,21,17,20,23,19,22,25,,,,
Lloyd,White Wolf,Fire Emblem: The Blazing Blade,Red Sword,Infantry,3-4,"May 19, 2017",https://proving-grounds-static.ajhyndman.com/75px-Icon_Portrait_Lloyd.png,https://proving-grounds-static.ajhyndman.com/113px-Icon_Portrait_Lloyd.png,https://proving-grounds-static.ajhyndman.com/150px-Icon_Portrait_Lloyd.png,Iron Sword,-,-,Steel Sword,3,-,Silver Sword,4,3,Regal Blade,-,5,Chilling Wind,4,3,Iceberg,-,4,Pass 1,-,Pass 2,-,Pass 3,4,Threaten Atk 1,-,Threaten Atk 2,4,Threaten Atk 3,5,16,8,9,4,7,17,8,9,5,8,35,38,41,27,30,33,30,33,36,15,18,21,24,27,30,38,41,44,29,32,35,32,35,38,17,20,23,26,30,33,,,,,,16,7,8,4,7,,,,,,,,,,,,,,,,34,37,40,25,28,31,28,31,34,14,17,20,23,26,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lon'qu,Solitary Blade,Fire Emblem Awakening,Red Sword,Infantry,3-4,"Feb 02, 2017",https://proving-grounds-static.ajhyndman.com/75px-Icon_Portrait_Lon'qu.png,https://proving-grounds-static.ajhyndman.com/113px-Icon_Portrait_Lon'qu.png,https://proving-grounds-static.ajhyndman.com/150px-Icon_Portrait_Lon'qu.png,Iron Sword,-,-,Steel Sword,3,-,Killing Edge,4,3,Killing Edge+,-,5,Night Sky,4,3,Glimmer,-,4,Speed +1,3,Speed +2,4,Speed +3,5,Vantage 1,-,Vantage 2,3,Vantage 3,4,18,7,11,4,4,19,7,11,5,5,39,42,45,24,27,30,34,37,40,17,20,23,17,20,23,42,45,48,25,29,32,36,39,42,19,22,25,19,22,25,,,,,,18,6,10,4,4,,,,,,,,,,,,,,,,38,41,44,22,25,28,32,35,38,16,19,22,16,19,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lucina,Future Witness,Fire Emblem Awakening,Red Sword,Infantry,5,"Feb 02, 2017",https://proving-grounds-static.ajhyndman.com/75px-Icon_Portrait_Lucina.png,https://proving-grounds-static.ajhyndman.com/113px-Icon_Portrait_Lucina.png,https://proving-grounds-static.ajhyndman.com/150px-Icon_Portrait_Lucina.png,Iron Sword,-,-,Steel Sword,-,-,Silver Sword,-,-,Falchion,5,-,New Moon,5,-,Luna,-,5,Aether,5,Defiant Spd 1,-,Defiant Spd 2,-,Defiant Spd 3,5,Spur Atk 1,-,Spur Atk 2,-,,,,,,19,8,10,6,4,,,,,,,,,,,,,,,,40,43,46,31,34,37,33,36,39,22,25,29,16,19,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,Spur Atk 3,5,,,,,,,,,,,,,,,,,,,,,,,,,
Lucina (Brave Heroes),Brave Princess,Fire Emblem Awakening,Blue Lance,Infantry,5,"Aug 31, 2017",https://proving-grounds-static.ajhyndman.com/75px-Icon_Portrait_Lucina (Brave Heroes).png,https://proving-grounds-static.ajhyndman.com/113px-Icon_Portrait_Lucina (Brave Heroes).png,https://proving-grounds-static.ajhyndman.com/150px-Icon_Portrait_Lucina (Brave Heroes).png,Iron Lance,-,-,Steel Lance,-,-,Silver Lance,-,-,Geirskögul,5,-,Daylight,5,-,Sol,-,5,Aether,5,Armored Blow 1,-,Sturdy Blow 1,-,Sturdy Blow 2,5,Spur Spd 1,-,Drive Spd 1,-,,,,,,17,8,10,8,4,,,,,,,,,,,,,,,,38,41,44,31,34,37,33,36,39,24,27,31,16,19,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,Drive Spd 2,5,Lucina (B),,,,,,,,,,,,,,,,,,,,,,,,
Lucina (Spring Festival),Spring Exalt,Fire Emblem Awakening,Blue Tome,Infantry,5,"Mar 30, 2017",https://proving-grounds-static.ajhyndman.com/75px-Icon_Portrait_Lucina (Spring Festival).png,https://proving-grounds-static.ajhyndman.com/113px-Icon_Portrait_Lucina (Spring Festival).png,https://proving-grounds-static.ajhyndman.com/150px-Icon_Portrait_Lucina (Spring Festival).png,Thunder,-,-,Elthunder,-,-,Blue Egg,-,-,Blue Egg+,5,-,Rally Speed,5,-,Darting Blow 1,,-,Swift Sparrow 1,-,Swift Sparrow 2,5,Seal Res 1,-,Seal Res 2,-,Seal Res 3,5,,,,,,,,16,7,10,5,6,,,,,,,,,,,,,,,,32,35,39,25,29,32,33,36,39,19,22,25,22,25,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lucina (S),,,,,,,,,,,,,,,,,,,,,,,,
Lucius,The Light,Fire Emblem: The Blazing Blade,Neutral Staff,Infantry,4-5,"Mar 14, 2017",https://proving-grounds-static.ajhyndman.com/75px-Icon_Portrait_Lucius.png,https://proving-grounds-static.ajhyndman.com/113px-Icon_Portrait_Lucius.png,https://proving-grounds-static.ajhyndman.com/150px-Icon_Portrait_Lucius.png,Assault,-,-,Pain,-,4,Heal,-,-,Reconcile,4,-,Martyr,5,4,Imbue,4,-,Miracle,4,HP +3,-,HP +4,4,HP +5,5,,,,,17,5,8,2,9,18,6,8,3,9,32,35,38,26,29,32,25,28,31,9,12,15,30,33,36,34,37,41,29,32,35,26,30,33,10,13,17,32,35,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lukas,Sharp Soldier,Fire Emblem Echoes: Shadows of Valentia,Blue Lance,Infantry,4-5,"Apr 14, 2017",https://proving-grounds-static.ajhyndman.com/75px-Icon_Portrait_Lukas.png,https://proving-grounds-static.ajhyndman.com/113px-Icon_Portrait_Lukas.png,https://proving-grounds-static.ajhyndman.com/150px-Icon_Portrait_Lukas.png,Iron Lance,-,-,Steel Lance,-,-,Killer Lance,4,-,Killer Lance+,5,5,Holy Vestments,4,-,Sacred Cowl,-,4,Fortress Def 1,-,Fortress Def 2,4,Fortress Def 3,5,Obstruct 1,-,Obstruct 2,-,Obstruct 3,4,18,9,4,10,3,19,9,5,10,4,39,42,45,30,33,36,17,20,23,33,36,39,12,15,18,42,45,48,32,35,38,19,22,25,35,38,41,13,17,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Luke,Rowdy Squire,Fire Emblem: New Mystery of the Emblem,Red Sword,Cavalry,5,"Jun 14, 2017",https://proving-grounds-static.ajhyndman.com/75px-Icon_Portrait_Luke.png,https://proving-grounds-static.ajhyndman.com/113px-Icon_Portrait_Luke.png,https://proving-grounds-static.ajhyndman.com/150px-Icon_Portrait_Luke.png,Iron Sword,-,-,Steel Sword,-,-,Brave Sword,-,-,Brave Sword+,5,-,Glowing Ember,5,-,Bonfire,-,5,Fire Boost 1,-,Fire Boost 2,-,Fire Boost 3,5,Panic Ploy 1,-,Panic Ploy 2,-,Panic Ploy 3,5,,,,,,19,8,6,8,5,,,,,,,,,,,,,,,,40,43,46,31,34,37,24,28,31,26,30,33,17,20,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
